# This dataset is synthetic and created for academic development/testing. It does NOT represent any real employee, organisation, HR record, or promotion decision.
experience_years,performance_rating,current_grade_encoded,target_grade_encoded,grade_gap,total_skills,average_skill_level,skill_coverage_percentage,mandatory_skill_gap_count,weighted_skill_gap,total_certifications,completed_certifications,certification_completion_rate,mandatory_certification_gap_count,total_projects,completed_projects,lead_projects,project_completion_rate,lead_project_completion_rate,average_project_rating,skill_score,certification_score,experience_score,project_score,performance_score,readiness_score,promotion_success
1.6,1.6,1,2,1,2,2.83,77.85,1,0.552,4,3,0.781,1,4,4,0,1.0,0.0,3.12,31.14,11.72,6.0,14.0,3.2,66.06,1
9.6,2.87,3,4,1,3,2.43,55.71,5,2.5669,5,2,0.324,2,1,1,0,0.2,0.0,4.18,22.28,4.86,15.0,2.8,5.74,50.68,0
2.9,3.61,2,3,1,6,2.82,80.16,3,1.5423,2,1,0.522,2,8,8,0,1.0,0.0,2.81,32.06,7.83,7.25,14.0,7.22,68.36,1
8.8,3.34,3,4,1,6,3.06,70.91,2,1.1702,2,1,0.604,1,5,5,0,1.0,0.0,2.81,28.36,9.06,15.0,14.0,6.68,73.1,0
6.4,3.88,4,5,1,5,3.89,26.7,8,6.7798,1,0,0.428,2,9,9,0,1.0,0.0,4.83,10.68,6.42,9.6,14.0,7.76,48.46,1
1.8,4.13,1,2,1,8,2.9,60.09,4,2.7266,2,1,0.673,0,2,2,0,1.0,0.0,2.43,24.04,10.1,6.75,14.0,8.26,63.15,0
5.3,3.99,4,5,1,9,3.4,58.48,4,2.0319,5,3,0.583,1,4,4,1,0.8,1.0,3.48,23.39,8.74,7.95,17.2,7.98,65.26,1
5.1,3.33,2,3,1,9,2.46,84.49,1,0.994,3,1,0.46,3,6,6,2,1.0,1.0,4.8,33.8,6.9,12.75,20.0,6.66,80.11,1
7.6,2.02,2,3,1,7,3.57,53.9,4,3.0668,4,3,0.779,0,1,1,0,0.25,0.0,3.48,21.56,11.68,15.0,3.5,4.04,55.78,1
1.8,3.14,1,2,1,7,3.38,88.59,3,2.0908,2,1,0.466,2,9,9,2,1.0,1.0,4.44,35.44,6.99,6.75,20.0,6.28,75.46,1
7.5,3.83,4,5,1,6,3.87,56.57,2,1.5188,4,2,0.608,0,6,6,2,1.0,1.0,3.96,22.63,9.12,11.25,20.0,7.66,70.66,0
1.2,2.63,2,3,1,4,3.71,71.01,2,1.52,4,1,0.227,2,1,1,0,0.333,0.0,3.49,28.4,3.4,3.0,4.66,5.26,44.72,1
5.4,4.01,3,4,1,6,3.59,88.37,1,0.7351,3,1,0.228,2,7,7,2,1.0,1.0,3.41,35.35,3.42,10.12,20.0,8.02,76.91,1
0.5,4.23,1,2,1,2,2.9,79.8,2,1.6129,5,4,0.845,0,8,8,3,1.0,1.0,2.02,31.92,12.68,1.88,20.0,8.46,74.94,0
3.7,3.6,3,4,1,11,3.24,75.49,3,2.8284,5,4,0.83,2,3,3,0,0.75,0.0,3.28,30.2,12.45,6.94,10.5,7.2,67.29,1
4.6,1.05,2,3,1,5,4.06,76.4,2,1.3017,0,0,0.769,0,6,6,0,1.0,0.0,3.66,30.56,11.54,11.5,14.0,2.1,69.7,1
9.3,2.48,3,4,1,9,2.35,65.99,3,2.2305,1,0,0.434,2,7,7,0,1.0,0.0,3.66,26.4,6.51,15.0,14.0,4.96,66.87,0
9.0,5.0,1,2,1,11,2.37,77.51,0,0.0,5,3,0.594,0,1,1,0,0.5,0.0,5.0,31.0,8.91,15.0,7.0,10.0,71.91,1
6.5,3.06,4,5,1,6,3.18,75.0,3,2.7897,2,1,0.532,1,5,5,2,0.833,1.0,3.7,30.0,7.98,9.75,17.66,6.12,71.51,1
7.6,1.91,2,3,1,10,3.42,40.44,6,3.9177,1,1,0.551,1,5,5,1,1.0,1.0,3.94,16.18,8.26,15.0,20.0,3.82,63.26,0
4.6,4.49,2,3,1,6,2.18,67.68,0,0.0,4,2,0.513,2,3,3,0,0.75,0.0,4.32,27.07,7.7,11.5,10.5,8.98,65.75,0
3.6,3.51,2,3,1,3,2.93,81.62,1,0.9988,3,3,0.915,0,2,2,0,0.5,0.0,3.88,32.65,13.73,9.0,7.0,7.02,69.4,0
7.1,4.38,3,4,1,2,2.91,74.88,2,1.5844,0,0,0.822,0,6,6,2,1.0,1.0,3.44,29.95,12.33,13.31,20.0,8.76,84.35,1
8.2,3.72,4,5,1,3,0.78,79.29,6,3.3691,0,0,0.667,1,7,7,1,1.0,0.5,3.44,31.72,10.01,12.3,17.0,7.44,78.47,1
4.3,3.87,2,3,1,11,2.78,64.44,4,2.531,4,2,0.615,1,3,3,0,1.0,0.0,3.25,25.78,9.22,10.75,14.0,7.74,67.49,0
3.0,3.79,2,3,1,6,2.84,62.07,4,2.7065,4,3,0.765,1,1,1,0,0.25,0.0,3.81,24.83,11.48,7.5,3.5,7.58,54.89,1
0.5,4.06,2,3,1,5,2.84,72.06,2,1.9861,2,1,0.373,1,7,7,1,1.0,0.5,3.38,28.82,5.6,1.25,17.0,8.12,60.79,1
0.5,5.0,2,3,1,6,4.42,75.93,2,1.4306,5,3,0.674,2,1,1,0,0.25,0.0,3.94,30.37,10.11,1.25,3.5,10.0,55.23,0
3.6,4.28,1,2,1,4,1.78,83.1,4,2.4603,0,0,0.905,0,0,0,0,0.0,0.0,2.79,33.24,13.58,13.5,0.0,8.56,68.88,0
3.3,2.24,2,3,1,10,2.18,76.72,2,1.5697,5,3,0.574,1,3,3,0,0.75,0.0,3.6,30.69,8.61,8.25,10.5,4.48,62.53,1
0.5,3.86,1,2,1,11,0.39,85.22,2,1.4048,0,0,0.345,2,8,8,3,1.0,1.0,4.59,34.09,5.18,1.88,20.0,7.72,68.87,0
4.0,4.41,2,3,1,2,2.52,56.53,4,2.1099,3,2,0.569,2,7,7,2,1.0,1.0,3.34,22.61,8.54,10.0,20.0,8.82,69.97,1
4.0,4.46,1,2,1,9,2.6,56.92,2,1.8609,5,4,0.747,0,3,3,1,1.0,1.0,4.79,22.77,11.2,15.0,20.0,8.92,77.89,1
4.5,3.16,2,3,1,5,2.49,72.14,2,1.0157,3,2,0.595,1,5,5,2,1.0,1.0,3.61,28.86,8.92,11.25,20.0,6.32,75.35,0
0.5,4.43,1,2,1,2,4.11,61.74,2,1.8985,4,3,0.801,0,9,9,1,1.0,1.0,3.46,24.7,12.02,1.88,20.0,8.86,67.46,0
9.1,4.24,3,4,1,11,3.86,83.49,0,0.0,2,1,0.369,2,7,7,1,1.0,1.0,3.58,33.4,5.54,15.0,20.0,8.48,82.42,1
11.9,5.0,4,5,1,2,3.08,51.51,3,1.6137,1,1,0.665,0,7,7,2,1.0,1.0,3.28,20.6,9.98,15.0,20.0,10.0,75.58,0
7.2,2.9,3,4,1,4,2.63,71.1,1,0.8618,1,1,0.778,3,0,0,0,0.0,0.0,2.11,28.44,11.67,13.5,0.0,5.8,59.41,0
4.4,3.09,1,2,1,2,4.03,84.97,1,0.8855,0,0,0.52,1,2,2,0,0.667,0.0,4.12,33.99,7.8,15.0,9.34,6.18,72.31,1
7.1,3.26,2,3,1,6,2.98,87.31,2,1.6023,1,1,0.727,0,1,1,0,0.25,0.0,5.0,34.92,10.9,15.0,3.5,6.52,70.84,0
4.8,3.11,1,2,1,7,2.18,87.04,1,0.7888,1,1,0.765,0,9,9,2,1.0,1.0,3.84,34.82,11.48,15.0,20.0,6.22,87.52,0
5.5,2.79,2,3,1,5,1.28,56.94,5,2.6242,4,2,0.431,2,3,3,1,0.75,0.5,3.88,22.78,6.46,13.75,13.5,5.58,62.07,0
5.5,1.29,2,3,1,2,2.56,67.03,3,1.5892,1,1,0.704,0,4,4,1,1.0,1.0,3.37,26.81,10.56,13.75,20.0,2.58,73.7,1
5.3,3.15,2,3,1,3,3.75,60.55,0,0.0,0,0,0.716,1,5,5,1,1.0,1.0,4.31,24.22,10.74,13.25,20.0,6.3,74.51,1
0.5,3.8,1,2,1,11,5.0,66.89,1,0.5528,4,2,0.613,0,5,5,1,1.0,1.0,3.47,26.76,9.2,1.88,20.0,7.6,65.44,0
5.8,3.11,2,3,1,10,3.06,77.37,4,2.4837,3,3,0.965,0,0,0,0,0.0,0.0,3.69,30.95,14.48,14.5,0.0,6.22,66.15,0
0.6,5.0,2,3,1,11,2.23,88.41,1,0.7494,1,1,0.67,0,9,9,2,1.0,1.0,2.4,35.36,10.05,1.5,20.0,10.0,76.91,1
6.0,3.51,4,5,1,7,1.82,85.36,3,1.7462,4,2,0.624,1,3,3,1,0.5,0.5,3.13,34.14,9.36,9.0,10.0,7.02,69.52,1
5.3,4.53,1,2,1,7,3.55,89.84,0,0.0,1,1,0.561,3,9,9,2,1.0,1.0,3.76,35.94,8.42,15.0,20.0,9.06,88.42,0
4.1,3.71,1,2,1,9,1.24,85.58,2,1.8074,4,2,0.457,2,7,7,2,1.0,1.0,4.14,34.23,6.86,15.0,20.0,7.42,83.51,0
7.7,4.16,2,3,1,8,3.55,75.39,3,2.7632,0,0,0.788,1,6,6,0,1.0,0.0,4.15,30.16,11.82,15.0,14.0,8.32,79.3,0
7.3,3.72,4,5,1,6,3.82,82.32,4,2.0991,3,3,0.835,0,7,7,1,1.0,1.0,2.39,32.93,12.52,10.95,20.0,7.44,83.84,1
0.5,4.6,1,2,1,4,3.44,64.6,0,0.0,3,2,0.611,1,9,9,4,1.0,1.0,2.47,25.84,9.16,1.88,20.0,9.2,66.08,0
5.4,3.54,3,4,1,6,2.78,95.12,2,1.8469,2,1,0.432,1,3,3,0,0.6,0.0,3.91,38.05,6.48,10.12,8.4,7.08,70.13,1
2.3,3.9,1,2,1,2,3.56,76.63,1,0.6816,4,3,0.826,0,3,3,0,1.0,0.0,2.98,30.65,12.39,8.62,14.0,7.8,73.46,0
8.2,3.79,4,5,1,3,3.17,85.53,2,1.6958,2,1,0.639,2,6,6,1,1.0,1.0,4.13,34.21,9.59,12.3,20.0,7.58,83.68,0
4.8,3.27,1,2,1,9,2.22,90.89,1,0.7946,3,3,0.853,0,2,2,0,0.667,0.0,2.36,36.36,12.8,15.0,9.34,6.54,80.04,1
1.1,3.82,1,2,1,10,4.85,88.13,1,0.6736,1,1,0.961,0,8,8,0,1.0,0.0,3.43,35.25,14.42,4.12,14.0,7.64,75.43,0
2.9,5.0,1,2,1,3,2.65,53.34,3,1.9146,3,3,0.856,1,0,0,0,0.0,0.0,3.48,21.34,12.84,10.88,0.0,10.0,55.06,0
1.5,3.28,2,3,1,2,3.78,69.56,4,3.3055,4,3,0.723,0,8,8,3,1.0,1.0,3.84,27.82,10.84,3.75,20.0,6.56,68.97,0
5.1,3.84,2,3,1,2,0.58,74.79,1,0.5668,5,4,0.754,2,3,3,0,1.0,0.0,2.78,29.92,11.31,12.75,14.0,7.68,75.66,1
2.0,4.51,1,2,1,9,4.28,46.65,4,3.7202,2,2,0.834,2,0,0,0,0.0,0.0,2.12,18.66,12.51,7.5,0.0,9.02,47.69,0
0.5,4.41,1,2,1,5,4.47,62.54,3,2.3647,2,2,0.911,0,6,6,1,1.0,0.5,3.62,25.02,13.66,1.88,17.0,8.82,66.38,0
5.4,3.51,3,4,1,5,3.03,83.25,2,1.1115,2,1,0.565,1,2,2,0,0.4,0.0,3.87,33.3,8.48,10.12,5.6,7.02,64.52,0
7.5,1.59,4,5,1,2,3.56,81.55,1,0.8518,5,4,0.746,1,3,3,1,0.6,0.5,4.21,32.62,11.19,11.25,11.4,3.18,69.64,0
7.3,3.91,4,5,1,11,3.56,46.27,4,2.8622,5,2,0.419,3,4,4,1,0.8,0.5,3.25,18.51,6.28,10.95,14.2,7.82,57.76,0
6.4,1.72,1,2,1,6,2.36,66.54,3,1.8061,3,2,0.747,1,5,5,2,1.0,1.0,4.04,26.62,11.2,15.0,20.0,3.44,76.26,0
1.8,4.68,1,2,1,9,3.55,86.01,1,0.9805,4,4,0.953,0,1,1,0,0.5,0.0,3.84,34.4,14.3,6.75,7.0,9.36,71.81,0
5.4,3.64,3,4,1,9,2.19,50.69,5,4.2991,0,0,0.979,0,0,0,0,0.0,0.0,4.43,20.28,14.68,10.12,0.0,7.28,52.36,1
0.5,4.3,1,2,1,3,2.39,68.63,3,2.3895,4,2,0.614,1,4,4,1,1.0,0.5,3.46,27.45,9.21,1.88,17.0,8.6,64.14,0
1.8,2.78,2,3,1,10,4.13,85.87,2,1.8489,4,3,0.774,1,3,3,0,1.0,0.0,2.29,34.35,11.61,4.5,14.0,5.56,70.02,0
3.3,2.26,2,3,1,7,3.97,73.65,2,1.5439,4,2,0.616,2,5,5,2,1.0,1.0,3.45,29.46,9.24,8.25,20.0,4.52,71.47,1
6.3,3.71,4,5,1,8,2.29,73.06,1,0.7207,3,1,0.479,1,7,7,2,1.0,1.0,3.56,29.22,7.18,9.45,20.0,7.42,73.27,0
5.5,3.47,1,2,1,4,2.27,83.01,2,1.1894,5,3,0.6,1,6,6,0,1.0,0.0,3.86,33.2,9.0,15.0,14.0,6.94,78.14,0
3.6,3.11,2,3,1,10,2.35,92.31,0,0.0,3,2,0.589,1,1,1,0,0.25,0.0,2.43,36.92,8.83,9.0,3.5,6.22,64.47,1
5.2,3.57,1,2,1,11,3.73,79.13,1,0.716,5,2,0.428,2,9,9,2,1.0,1.0,3.28,31.65,6.42,15.0,20.0,7.14,80.21,1
4.2,5.0,2,3,1,6,2.0,60.98,4,2.9119,1,1,0.676,0,7,7,3,1.0,1.0,4.11,24.39,10.14,10.5,20.0,10.0,75.03,1
8.1,4.17,4,5,1,2,3.36,64.45,3,2.6,3,3,0.844,0,0,0,0,0.0,0.0,3.43,25.78,12.66,12.15,0.0,8.34,58.93,0
1.8,4.34,1,2,1,10,3.75,53.23,4,2.8842,2,1,0.652,1,7,7,1,1.0,1.0,3.29,21.29,9.78,6.75,20.0,8.68,66.5,0
6.0,4.18,3,4,1,10,2.91,63.09,6,4.7795,5,2,0.352,3,8,8,2,1.0,1.0,4.83,25.24,5.28,11.25,20.0,8.36,70.13,1
8.3,4.68,2,3,1,7,4.01,90.11,0,0.0,5,3,0.678,0,5,5,1,1.0,0.5,2.75,36.04,10.17,15.0,17.0,9.36,87.57,0
0.5,3.35,2,3,1,7,2.7,81.79,0,0.0,5,4,0.813,1,8,8,0,1.0,0.0,4.36,32.72,12.19,1.25,14.0,6.7,66.86,1
0.5,1.86,2,3,1,4,2.79,54.35,2,1.3225,1,1,0.532,0,8,8,1,1.0,0.5,4.21,21.74,7.98,1.25,17.0,3.72,51.69,0
2.6,3.35,2,3,1,2,2.02,87.68,0,0.0,2,1,0.657,3,9,9,3,1.0,1.0,3.34,35.07,9.86,6.5,20.0,6.7,78.13,1
4.0,4.15,2,3,1,11,4.02,86.32,2,1.8061,0,0,0.781,0,9,9,4,1.0,1.0,3.48,34.53,11.72,10.0,20.0,8.3,84.55,1
9.7,2.72,4,5,1,6,2.23,56.5,5,2.67,5,2,0.425,3,1,1,0,0.2,0.0,3.47,22.6,6.38,14.55,2.8,5.44,51.77,0
9.2,3.36,4,5,1,4,3.35,64.08,3,2.0012,1,0,0.338,1,0,0,0,0.0,0.0,3.63,25.63,5.07,13.8,0.0,6.72,51.22,0
3.0,2.95,2,3,1,8,2.93,58.29,2,1.219,3,2,0.745,1,6,6,1,1.0,1.0,3.08,23.32,11.18,7.5,20.0,5.9,67.9,0
8.5,4.7,3,4,1,2,1.95,97.6,0,0.0,2,1,0.596,2,6,6,0,1.0,0.0,3.2,39.04,8.94,15.0,14.0,9.4,86.38,1
6.6,4.1,2,3,1,2,2.39,67.49,0,0.0,5,4,0.829,0,5,5,0,1.0,0.0,3.25,27.0,12.43,15.0,14.0,8.2,76.63,1
2.5,4.02,1,2,1,4,4.38,71.0,3,2.2423,4,3,0.747,0,2,2,0,1.0,0.0,3.27,28.4,11.2,9.38,14.0,8.04,71.02,0
4.4,4.0,1,2,1,6,3.2,71.58,3,2.6453,4,3,0.723,1,9,9,2,1.0,1.0,3.28,28.63,10.84,15.0,20.0,8.0,82.47,1
6.7,3.47,3,4,1,5,1.99,80.33,0,0.0,3,1,0.443,2,4,4,0,0.8,0.0,1.93,32.13,6.64,12.56,11.2,6.94,69.47,1
2.6,3.66,2,3,1,3,3.31,50.01,5,3.4569,0,0,0.414,2,7,7,1,1.0,1.0,3.57,20.0,6.21,6.5,20.0,7.32,60.03,0
9.7,2.55,4,5,1,5,2.85,61.5,4,3.7313,5,4,0.849,0,6,6,2,1.0,1.0,3.13,24.6,12.74,14.55,20.0,5.1,76.99,0
4.3,1.75,2,3,1,5,5.0,81.43,1,0.9861,0,0,0.878,0,8,8,1,1.0,0.5,2.19,32.57,13.17,10.75,17.0,3.5,76.99,0
2.0,3.62,1,2,1,7,3.29,67.98,3,2.6645,2,2,0.846,0,7,7,2,1.0,1.0,3.25,27.19,12.69,7.5,20.0,7.24,74.62,1
5.7,3.76,1,2,1,7,2.62,64.17,3,1.8256,2,2,0.858,1,6,6,0,1.0,0.0,3.23,25.67,12.87,15.0,14.0,7.52,75.06,0
0.5,4.47,2,3,1,10,4.42,83.06,0,0.0,2,2,0.853,0,8,8,3,1.0,1.0,4.39,33.22,12.8,1.25,20.0,8.94,76.21,1
0.5,4.76,1,2,1,10,1.16,92.14,0,0.0,5,3,0.563,3,0,0,0,0.0,0.0,3.12,36.86,8.44,1.88,0.0,9.52,56.7,0
0.5,4.76,1,2,1,4,3.09,82.94,2,1.4228,1,1,0.851,0,7,7,0,1.0,0.0,3.97,33.18,12.76,1.88,14.0,9.52,71.34,0
5.1,2.7,3,4,1,11,4.99,68.55,5,3.0917,3,2,0.657,1,5,5,1,1.0,0.5,4.47,27.42,9.86,9.56,17.0,5.4,69.24,1
3.4,3.22,2,3,1,7,2.88,78.84,2,1.901,1,1,0.664,1,7,7,2,1.0,1.0,3.06,31.54,9.96,8.5,20.0,6.44,76.44,0
0.5,3.88,1,2,1,3,1.27,88.36,1,0.8354,5,3,0.554,2,2,2,0,1.0,0.0,3.47,35.34,8.31,1.88,14.0,7.76,67.29,1
0.5,5.0,1,2,1,5,2.6,54.19,4,2.8335,4,3,0.724,1,5,5,1,1.0,1.0,4.71,21.68,10.86,1.88,20.0,10.0,64.42,1
1.8,4.68,2,3,1,9,4.45,69.27,2,1.2738,2,2,0.781,1,2,2,0,0.5,0.0,3.66,27.71,11.72,4.5,7.0,9.36,60.29,0
10.1,4.4,2,3,1,10,3.38,74.69,0,0.0,0,0,0.846,0,1,1,0,0.333,0.0,3.76,29.88,12.69,15.0,4.66,8.8,71.03,0
6.5,3.19,1,2,1,5,2.16,80.92,1,0.738,0,0,0.729,1,5,5,2,1.0,1.0,3.21,32.37,10.94,15.0,20.0,6.38,84.69,1
3.0,2.79,2,3,1,3,2.31,92.26,2,1.7138,1,1,0.834,0,0,0,0,0.0,0.0,3.98,36.9,12.51,7.5,0.0,5.58,62.49,1
3.1,4.13,2,3,1,3,2.44,65.2,4,2.1787,2,2,0.767,1,0,0,0,0.0,0.0,3.47,26.08,11.5,7.75,0.0,8.26,53.59,0
1.1,2.62,2,3,1,3,3.36,85.63,3,2.7732,5,5,0.958,0,5,5,0,1.0,0.0,2.22,34.25,14.37,2.75,14.0,5.24,70.61,1
0.5,3.31,2,3,1,8,4.34,72.35,1,0.5638,0,0,0.783,0,8,8,3,1.0,1.0,3.25,28.94,11.74,1.25,20.0,6.62,68.55,1
1.7,3.41,1,2,1,7,4.05,76.81,2,1.2625,3,3,0.906,0,7,7,0,1.0,0.0,2.67,30.72,13.59,6.38,14.0,6.82,71.51,0
5.5,4.77,4,5,1,6,3.46,77.04,2,1.9936,2,1,0.418,1,0,0,0,0.0,0.0,3.58,30.82,6.27,8.25,0.0,9.54,54.88,0
1.8,3.22,1,2,1,8,1.67,55.46,2,1.1902,0,0,0.391,3,1,1,0,0.333,0.0,2.86,22.18,5.86,6.75,4.66,6.44,45.89,1
4.0,1.55,4,5,1,10,1.67,65.38,2,1.1011,3,3,0.895,0,4,4,1,0.667,0.5,3.83,26.15,13.42,6.0,12.34,3.1,61.01,1
6.1,3.9,4,5,1,9,3.53,49.15,3,2.4576,4,4,0.902,0,4,4,1,0.667,0.5,3.53,19.66,13.53,9.15,12.34,7.8,62.48,1
8.4,2.94,4,5,1,3,1.65,80.16,2,1.3931,5,3,0.558,2,0,0,0,0.0,0.0,2.63,32.06,8.37,12.6,0.0,5.88,58.91,0
2.9,3.53,1,2,1,7,2.77,84.49,2,1.0918,3,2,0.792,1,2,2,0,0.667,0.0,3.16,33.8,11.88,10.88,9.34,7.06,72.96,1
3.0,3.43,1,2,1,10,3.3,69.26,2,1.0037,1,0,0.253,2,1,1,0,0.5,0.0,3.93,27.7,3.8,11.25,7.0,6.86,56.61,0
0.5,3.28,1,2,1,9,1.86,67.04,3,1.6187,5,2,0.436,2,5,5,1,1.0,1.0,4.3,26.82,6.54,1.88,20.0,6.56,61.8,1
4.1,4.13,1,2,1,5,1.98,86.07,0,0.0,1,0,0.476,3,6,6,0,1.0,0.0,2.87,34.43,7.14,15.0,14.0,8.26,78.83,1
6.0,2.27,4,5,1,5,2.91,79.43,0,0.0,4,3,0.726,0,3,3,1,0.5,0.5,2.73,31.77,10.89,9.0,10.0,4.54,66.2,0
5.6,3.09,2,3,1,10,3.5,84.69,1,0.8888,5,4,0.81,0,5,5,1,1.0,1.0,4.87,33.88,12.15,14.0,20.0,6.18,86.21,1
8.0,4.05,4,5,1,2,4.06,70.44,2,1.8575,0,0,0.59,0,2,2,0,0.4,0.0,3.49,28.18,8.85,12.0,5.6,8.1,62.73,1
0.6,3.01,2,3,1,7,3.61,85.47,3,1.7172,5,4,0.896,0,8,8,0,1.0,0.0,3.56,34.19,13.44,1.5,14.0,6.02,69.15,1
3.2,2.21,2,3,1,3,3.07,79.14,1,0.6685,1,1,0.655,1,0,0,0,0.0,0.0,2.98,31.66,9.83,8.0,0.0,4.42,53.91,0
4.9,4.03,2,3,1,10,2.25,68.92,1,0.5733,2,1,0.663,1,5,5,2,1.0,1.0,3.65,27.57,9.94,12.25,20.0,8.06,77.82,0
7.5,4.4,3,4,1,2,1.93,63.53,0,0.0,1,1,0.854,0,3,3,0,0.6,0.0,4.7,25.41,12.81,14.06,8.4,8.8,69.48,1
1.6,3.46,1,2,1,2,2.49,75.73,3,1.8588,0,0,0.628,1,4,4,1,1.0,1.0,3.68,30.29,9.42,6.0,20.0,6.92,72.63,1
9.8,1.93,3,4,1,5,3.41,70.2,1,0.8934,4,3,0.825,0,5,5,0,1.0,0.0,4.25,28.08,12.38,15.0,14.0,3.86,73.32,0
4.5,4.06,1,2,1,4,3.34,65.28,2,1.3455,2,1,0.663,1,6,6,2,1.0,1.0,3.52,26.11,9.94,15.0,20.0,8.12,79.17,1
7.4,2.17,4,5,1,6,0.9,88.72,1,0.7478,3,1,0.356,0,9,9,3,1.0,1.0,2.78,35.49,5.34,11.1,20.0,4.34,76.27,1
5.9,3.75,2,3,1,4,2.21,81.7,1,0.8369,2,2,0.781,1,5,5,0,1.0,0.0,3.02,32.68,11.72,14.75,14.0,7.5,80.65,1
8.8,2.79,2,3,1,5,4.2,84.92,1,0.9111,4,2,0.4,3,2,2,0,0.667,0.0,2.72,33.97,6.0,15.0,9.34,5.58,69.89,1
6.9,2.57,1,2,1,7,3.08,34.15,5,3.253,5,4,0.864,0,5,5,2,1.0,1.0,3.65,13.66,12.96,15.0,20.0,5.14,66.76,1
0.5,3.15,1,2,1,7,1.58,83.71,0,0.0,3,3,0.847,1,5,5,0,1.0,0.0,4.36,33.48,12.7,1.88,14.0,6.3,68.36,0
3.7,3.35,3,4,1,11,5.0,70.71,3,2.9677,0,0,0.549,1,8,8,1,1.0,1.0,3.61,28.28,8.24,6.94,20.0,6.7,70.16,1
9.7,2.98,3,4,1,6,2.97,81.77,1,0.6601,1,1,0.894,1,5,5,2,1.0,1.0,3.28,32.71,13.41,15.0,20.0,5.96,87.08,1
0.5,3.97,1,2,1,7,3.38,42.67,4,3.3421,2,1,0.441,2,8,8,3,1.0,1.0,2.95,17.07,6.62,1.88,20.0,7.94,53.51,0
2.7,3.14,3,4,1,8,3.4,62.69,0,0.0,0,0,0.459,3,6,6,2,1.0,1.0,3.75,25.08,6.89,5.06,20.0,6.28,63.31,1
6.8,4.28,4,5,1,3,2.63,72.26,3,2.271,1,1,0.642,1,5,5,2,0.833,1.0,2.63,28.9,9.63,10.2,17.66,8.56,74.95,0
5.1,3.72,2,3,1,8,2.27,72.89,1,0.6142,1,0,0.399,1,3,3,0,0.75,0.0,2.71,29.16,5.98,12.75,10.5,7.44,65.83,0
5.7,2.94,3,4,1,10,5.0,72.04,2,1.1415,5,2,0.332,2,2,2,0,0.4,0.0,4.13,28.82,4.98,10.69,5.6,5.88,55.97,0
4.4,2.81,3,4,1,5,4.0,86.86,0,0.0,2,1,0.708,2,0,0,0,0.0,0.0,3.31,34.74,10.62,8.25,0.0,5.62,59.23,0
6.3,2.18,4,5,1,3,3.82,65.82,6,4.5328,5,4,0.712,2,5,5,1,0.833,0.5,3.29,26.33,10.68,9.45,14.66,4.36,65.48,0
4.2,3.73,3,4,1,5,3.58,72.09,1,0.8867,3,3,0.851,0,9,9,3,1.0,1.0,3.38,28.84,12.76,7.88,20.0,7.46,76.94,1
0.5,3.22,1,2,1,4,2.0,57.94,5,4.2746,3,2,0.828,0,0,0,0,0.0,0.0,4.01,23.18,12.42,1.88,0.0,6.44,43.92,0
9.7,1.6,2,3,1,7,4.28,79.39,3,2.8681,5,4,0.824,0,9,9,4,1.0,1.0,3.62,31.76,12.36,15.0,20.0,3.2,82.32,1
6.7,3.07,3,4,1,10,2.16,82.73,1,0.9854,4,3,0.869,0,8,8,1,1.0,1.0,2.98,33.09,13.04,12.56,20.0,6.14,84.83,1
8.2,2.78,3,4,1,7,3.28,79.17,1,0.8639,1,0,0.487,1,4,4,1,1.0,0.5,3.01,31.67,7.3,15.0,17.0,5.56,76.53,1
2.8,4.76,2,3,1,3,1.36,78.93,1,0.5383,1,1,0.762,0,3,3,0,1.0,0.0,3.36,31.57,11.43,7.0,14.0,9.52,73.52,1
1.5,2.14,1,2,1,5,0.96,82.76,4,2.8102,3,2,0.813,2,5,5,0,1.0,0.0,3.71,33.1,12.19,5.62,14.0,4.28,69.19,1
2.2,2.35,2,3,1,8,3.32,76.08,2,1.6088,0,0,0.602,1,8,8,1,1.0,1.0,3.48,30.43,9.03,5.5,20.0,4.7,69.66,1
0.5,4.39,2,3,1,5,2.19,87.34,1,0.7951,0,0,0.74,1,0,0,0,0.0,0.0,3.41,34.94,11.1,1.25,0.0,8.78,56.07,1
0.5,4.59,1,2,1,7,1.01,61.6,1,0.5907,0,0,0.496,1,4,4,0,1.0,0.0,3.53,24.64,7.44,1.88,14.0,9.18,57.14,1
0.5,2.9,2,3,1,8,3.54,50.86,5,3.9574,4,3,0.826,0,0,0,0,0.0,0.0,3.47,20.34,12.39,1.25,0.0,5.8,39.78,1
0.5,2.99,1,2,1,5,5.0,68.38,1,0.6748,2,2,0.947,0,6,6,1,1.0,1.0,2.95,27.35,14.2,1.88,20.0,5.98,69.41,0
1.0,3.99,2,3,1,8,4.39,92.5,0,0.0,0,0,0.664,0,0,0,0,0.0,0.0,4.27,37.0,9.96,2.5,0.0,7.98,57.44,1
7.3,1.64,2,3,1,5,2.74,50.8,3,2.751,4,3,0.857,1,3,3,1,1.0,1.0,3.16,20.32,12.86,15.0,20.0,3.28,71.46,1
5.9,2.01,3,4,1,3,3.01,95.32,0,0.0,3,1,0.419,2,7,7,0,1.0,0.0,3.59,38.13,6.28,11.06,14.0,4.02,73.49,1
5.2,3.28,1,2,1,5,3.89,60.29,5,3.8185,4,3,0.688,2,7,7,1,1.0,0.5,2.06,24.12,10.32,15.0,17.0,6.56,73.0,1
