# SYNTHETIC ACADEMIC DATA — Not real HR data. Generated for IRS demonstration and ML training purposes only.
experience_years,performance_rating,skill_coverage_pct,avg_skill_level,mandatory_skill_gap_count,cert_completion_rate,project_completion_rate,lead_project_completion_rate,avg_project_rating,current_grade_encoded,target_grade_encoded,grade_gap,skill_score,cert_score,experience_score,project_score,performance_score,readiness_score,promotion_success
9.8,3.09,73.36,2.83,1,0.682,0.915,0.32,3.95,4,5,1,29.34,10.23,14.7,14.73,6.18,75.18,1
0.6,4.62,86.09,3.38,1,0.411,0.724,0.298,4.63,2,3,1,34.44,6.16,1.5,11.92,9.24,63.26,1
4.0,2.66,58.21,4.24,6,0.892,0.729,0.528,3.36,3,4,1,23.28,13.38,7.5,13.37,5.32,62.85,1
9.3,2.86,95.43,1.67,0,0.989,0.883,0.838,3.22,3,4,1,38.17,14.84,15.0,17.39,5.72,91.12,1
10.1,3.67,49.72,3.57,6,0.684,0.691,0.22,3.13,4,5,1,19.89,10.26,15.0,10.99,7.34,63.48,0
9.7,3.81,91.2,4.03,1,0.689,0.864,0.588,4.53,3,4,1,36.48,10.34,15.0,15.62,7.62,85.06,1
1.3,3.9,60.86,2.81,6,0.829,0.726,0.346,3.98,1,2,1,24.34,12.43,4.88,12.24,7.8,61.69,0
1.1,4.23,69.59,2.86,3,0.835,0.446,0.309,2.17,2,3,1,27.84,12.52,2.75,8.1,8.46,59.67,0
5.4,3.66,81.8,3.42,0,0.29,0.823,0.679,2.14,3,4,1,32.72,4.35,10.12,15.6,7.32,70.11,1
6.3,3.89,94.29,3.34,1,0.654,0.489,0.398,2.92,3,4,1,37.72,9.81,11.81,9.23,7.78,76.35,1
4.2,3.29,51.88,3.58,4,0.772,0.884,0.714,3.66,2,3,1,20.75,11.58,10.5,16.66,6.58,66.07,1
4.8,3.55,57.28,3.56,5,0.49,0.866,0.732,3.48,1,2,1,22.91,7.35,15.0,16.52,7.1,68.88,1
3.1,3.59,77.78,2.02,1,0.66,0.609,0.214,3.86,2,3,1,31.11,9.9,7.75,9.81,7.18,65.75,1
4.9,3.67,66.08,3.99,0,0.567,0.913,0.6,3.38,2,3,1,26.43,8.5,12.25,16.38,7.34,70.9,0
0.5,4.12,65.42,4.17,3,0.646,0.512,0.247,4.48,1,2,1,26.17,9.69,1.88,8.65,8.24,54.63,0
5.1,3.94,35.92,3.19,6,0.476,0.514,0.486,4.04,2,3,1,14.37,7.14,12.75,10.11,7.88,52.25,0
2.0,3.54,91.97,1.51,0,0.399,0.692,0.587,3.55,1,2,1,36.79,5.98,7.5,13.21,7.08,70.56,1
2.1,2.85,84.27,2.89,1,0.728,0.471,0.177,4.3,2,3,1,33.71,10.92,5.25,7.66,5.7,63.24,1
3.4,3.55,92.47,3.19,1,0.742,0.436,0.205,2.35,2,3,1,36.99,11.13,8.5,7.33,7.1,71.05,1
5.5,3.48,92.5,1.86,1,0.725,0.75,0.464,3.44,3,4,1,37.0,10.88,10.31,13.28,6.96,78.43,1
1.3,3.65,67.26,2.64,2,0.514,0.76,0.74,3.6,1,2,1,26.9,7.71,4.88,15.08,7.3,61.87,0
8.4,5.0,81.37,1.59,2,0.683,0.879,0.331,3.92,2,3,1,32.55,10.24,15.0,14.29,10.0,82.08,1
5.8,3.08,69.95,3.61,4,0.633,0.858,0.599,2.3,3,4,1,27.98,9.5,10.88,15.61,6.16,70.13,1
7.4,3.84,79.77,3.17,2,0.802,0.861,0.464,3.32,4,5,1,31.91,12.03,11.1,14.84,7.68,77.56,1
0.5,4.35,96.33,1.35,2,0.548,0.883,0.664,3.78,2,3,1,38.53,8.22,1.25,16.35,8.7,73.05,0
1.8,3.58,74.91,3.35,4,0.7,0.573,0.432,3.83,2,3,1,29.96,10.5,4.5,10.61,7.16,62.73,0
5.3,5.0,72.58,2.94,2,0.629,0.794,0.372,4.33,3,4,1,29.03,9.44,9.94,13.35,10.0,71.76,1
6.3,3.2,65.07,3.52,1,0.864,0.848,0.721,4.03,4,5,1,26.03,12.96,9.45,16.2,6.4,71.04,1
7.5,3.76,61.28,2.61,3,0.835,0.655,0.238,3.46,2,3,1,24.51,12.52,15.0,10.6,7.52,70.15,0
1.6,2.86,90.14,2.2,0,0.796,0.778,0.679,3.97,1,2,1,36.06,11.94,6.0,14.97,5.72,74.69,1
11.2,3.22,51.27,2.23,5,0.686,0.555,0.249,3.36,4,5,1,20.51,10.29,15.0,9.26,6.44,61.5,0
8.2,3.7,49.1,2.46,3,0.294,0.85,0.606,3.6,4,5,1,19.64,4.41,12.3,15.54,7.4,59.29,0
2.1,4.18,91.15,3.02,2,0.681,0.954,0.518,4.06,1,2,1,36.46,10.22,7.88,16.46,8.36,79.38,1
7.8,3.76,46.95,3.15,6,0.896,0.714,0.519,3.47,4,5,1,18.78,13.44,11.7,13.11,7.52,64.55,0
2.0,4.51,60.49,2.81,4,0.53,0.891,0.434,3.75,1,2,1,24.2,7.95,7.5,15.08,9.02,63.75,1
8.3,3.42,74.19,2.58,0,0.833,0.494,0.345,4.17,2,3,1,29.68,12.5,15.0,8.99,6.84,73.01,1
0.5,3.23,49.29,2.65,5,0.555,0.728,0.223,4.0,2,3,1,19.72,8.33,1.25,11.53,6.46,47.29,0
0.5,5.0,87.93,5.0,0,0.47,0.504,0.283,4.36,1,2,1,35.17,7.05,1.88,8.75,10.0,62.85,1
0.6,3.82,79.79,2.23,4,0.821,0.63,0.553,5.0,1,2,1,31.92,12.32,2.25,12.14,7.64,66.27,1
4.0,2.92,60.66,2.44,6,0.907,0.796,0.497,3.99,2,3,1,24.26,13.6,10.0,14.13,5.84,67.83,0
9.7,2.94,87.86,5.0,0,0.644,0.677,0.44,3.18,4,5,1,35.14,9.66,14.55,12.12,5.88,77.35,1
3.2,2.75,81.54,3.42,2,0.524,0.654,0.481,3.86,1,2,1,32.62,7.86,12.0,12.04,5.5,70.02,0
7.0,4.25,84.59,1.62,2,0.789,0.989,0.597,3.83,4,5,1,33.84,11.84,10.5,17.43,8.5,82.11,1
6.5,3.21,79.33,3.84,3,0.751,0.661,0.599,3.93,2,3,1,31.73,11.26,15.0,12.85,6.42,77.26,1
6.6,3.6,28.88,2.09,7,0.856,0.708,0.412,4.55,2,3,1,11.55,12.84,15.0,12.38,7.2,58.97,0
2.5,3.45,49.46,3.91,6,0.754,0.622,0.597,2.32,1,2,1,19.78,11.31,9.38,12.29,6.9,59.66,0
6.4,4.09,64.06,2.79,4,0.902,0.763,0.697,4.56,2,3,1,25.62,13.53,15.0,14.86,8.18,77.19,1
8.7,2.82,77.58,2.56,1,0.773,0.679,0.404,4.8,4,5,1,31.03,11.6,13.05,11.93,5.64,73.25,1
6.6,2.64,48.96,4.61,5,0.733,0.62,0.345,3.9,4,5,1,19.58,11.0,9.9,10.75,5.28,56.51,0
3.7,3.68,92.99,3.57,0,0.874,0.841,0.651,3.91,1,2,1,37.2,13.11,13.88,15.68,7.36,87.23,1
8.3,3.98,72.13,3.97,3,0.866,0.858,0.711,3.33,4,5,1,28.85,12.99,12.45,16.28,7.96,78.53,1
2.0,3.77,38.78,3.43,5,0.856,0.613,0.264,3.5,1,2,1,15.51,12.84,7.5,10.17,7.54,53.56,0
11.7,2.85,97.51,2.56,0,0.486,0.657,0.308,3.99,4,5,1,39.0,7.29,15.0,11.05,5.7,78.04,1
0.5,4.04,67.91,3.61,3,0.744,0.604,0.243,3.94,1,2,1,27.16,11.16,1.88,9.91,8.08,58.19,0
4.5,2.9,73.7,4.21,3,0.463,0.598,0.498,4.0,4,5,1,29.48,6.94,6.75,11.36,5.8,60.33,0
1.0,3.08,87.78,3.13,0,0.846,0.882,0.706,3.94,2,3,1,35.11,12.69,2.5,16.58,6.16,73.04,1
1.1,2.74,69.96,4.8,3,0.764,0.511,0.221,4.13,1,2,1,27.98,11.46,4.12,8.48,5.48,57.52,0
1.4,4.54,92.52,3.85,1,0.849,0.41,0.277,4.05,1,2,1,37.01,12.74,5.25,7.4,9.08,71.48,0
0.5,4.01,78.95,3.21,2,0.402,0.868,0.725,2.78,2,3,1,31.58,6.03,1.25,16.5,8.02,63.38,1
1.5,3.98,64.79,3.25,5,0.643,0.269,0.259,4.08,2,3,1,25.92,9.64,3.75,5.32,7.96,52.59,0
1.8,4.5,85.76,3.14,1,0.714,0.676,0.287,4.8,2,3,1,34.3,10.71,4.5,11.19,9.0,69.7,1
8.1,5.0,84.73,1.75,2,0.902,0.945,0.485,3.48,1,2,1,33.89,13.53,15.0,16.14,10.0,88.56,1
10.5,2.13,46.8,2.91,7,0.9,0.704,0.383,4.55,3,4,1,18.72,13.5,15.0,12.15,4.26,63.63,0
7.0,2.91,96.89,3.22,0,0.719,0.649,0.479,2.86,4,5,1,38.76,10.78,10.5,11.96,5.82,77.82,1
5.1,3.01,71.5,2.58,1,0.937,0.896,0.354,3.48,3,4,1,28.6,14.06,9.56,14.67,6.02,72.91,1
0.5,2.82,75.97,3.34,4,0.917,0.334,0.145,3.05,1,2,1,30.39,13.76,1.88,5.55,5.64,57.22,0
0.5,2.64,25.27,3.02,6,0.861,0.574,0.486,4.47,2,3,1,10.11,12.92,1.25,10.95,5.28,40.51,0
1.7,3.26,66.1,3.77,5,0.805,0.771,0.524,4.65,1,2,1,26.44,12.08,6.38,13.94,6.52,65.36,1
1.5,2.53,82.34,3.66,1,0.853,0.797,0.329,3.43,2,3,1,32.94,12.8,3.75,13.13,5.06,67.68,1
3.8,3.77,78.26,3.17,2,0.395,0.586,0.335,4.32,2,3,1,31.3,5.93,9.5,10.21,7.54,64.48,1
0.5,3.54,66.36,1.63,5,0.916,0.799,0.315,4.66,1,2,1,26.54,13.74,1.88,13.08,7.08,62.32,0
2.1,3.88,47.19,4.79,5,0.641,0.959,0.531,3.48,2,3,1,18.88,9.62,5.25,16.61,7.76,58.12,0
2.4,3.91,73.44,2.86,1,0.97,0.685,0.397,3.59,1,2,1,29.38,14.55,9.0,11.97,7.82,72.72,1
8.9,3.98,46.69,2.92,3,0.683,0.943,0.357,4.01,4,5,1,18.68,10.24,13.35,15.34,7.96,65.57,1
3.0,3.2,89.39,2.66,0,0.638,0.853,0.292,2.91,1,2,1,35.76,9.57,11.25,13.69,6.4,76.67,1
0.5,5.0,42.81,2.51,7,0.776,0.628,0.576,3.58,1,2,1,17.12,11.64,1.88,12.25,10.0,52.89,0
10.1,3.69,87.34,4.54,3,0.763,0.89,0.82,5.0,4,5,1,34.94,11.44,15.0,17.38,7.38,86.14,1
6.0,2.01,64.86,4.39,3,0.734,0.744,0.225,3.15,4,5,1,25.94,11.01,9.0,11.77,4.02,61.74,0
5.6,2.7,91.06,3.44,0,0.917,0.628,0.47,4.1,2,3,1,36.42,13.76,14.0,11.61,5.4,81.19,1
4.0,2.11,57.61,2.89,4,0.484,0.732,0.268,3.87,2,3,1,23.04,7.26,10.0,11.86,4.22,56.38,0
0.5,3.51,47.82,3.62,2,0.384,0.455,0.395,3.39,1,2,1,19.13,5.76,1.88,8.74,7.02,42.53,0
7.2,3.4,72.96,3.07,1,0.572,0.523,0.479,3.66,4,5,1,29.18,8.58,10.8,10.2,6.8,65.56,0
2.9,3.13,84.72,2.81,2,0.81,0.319,0.233,4.73,1,2,1,33.89,12.15,10.88,5.86,6.26,69.04,1
9.5,5.0,87.71,3.34,1,0.437,0.707,0.516,3.89,4,5,1,35.08,6.56,14.25,12.99,10.0,78.88,1
5.6,3.94,61.46,2.56,2,0.794,0.727,0.407,4.0,3,4,1,24.58,11.91,10.5,12.62,7.88,67.49,0
9.8,4.08,54.82,3.25,4,0.568,0.497,0.236,4.62,3,4,1,21.93,8.52,15.0,8.37,8.16,61.98,1
4.5,2.76,54.43,3.2,5,0.395,0.559,0.363,3.3,1,2,1,21.77,5.93,15.0,10.0,5.52,58.22,0
7.4,2.7,61.79,3.6,3,0.992,0.804,0.316,2.77,4,5,1,24.72,14.88,11.1,13.15,5.4,69.25,1
3.9,3.53,37.12,2.38,7,0.816,0.957,0.737,4.74,1,2,1,14.85,12.24,14.62,17.82,7.06,66.59,1
6.8,3.64,66.67,3.71,4,0.707,0.645,0.406,3.6,1,2,1,26.67,10.6,15.0,11.47,7.28,71.02,1
8.9,2.01,81.18,2.09,2,0.727,0.868,0.368,4.13,2,3,1,32.47,10.9,15.0,14.36,4.02,76.75,0
0.5,3.36,72.66,2.43,4,0.168,0.511,0.364,2.97,1,2,1,29.06,2.52,1.88,9.34,6.72,49.52,0
5.7,3.51,71.92,2.47,4,0.255,0.64,0.548,3.77,4,5,1,28.77,3.82,8.55,12.25,7.02,60.41,0
9.7,3.33,73.69,1.93,2,0.826,0.923,0.657,2.73,3,4,1,29.48,12.39,15.0,16.86,6.66,80.39,1
1.4,2.85,75.92,4.02,2,0.884,0.759,0.509,3.54,2,3,1,30.37,13.26,3.5,13.68,5.7,66.51,1
4.7,3.07,51.4,2.03,5,0.922,0.556,0.497,3.05,4,5,1,20.56,13.83,7.05,10.77,6.14,58.35,0
0.8,3.36,71.4,2.3,3,0.759,0.399,0.123,2.89,1,2,1,28.56,11.38,3.0,6.32,6.72,55.98,0
5.1,3.57,81.03,4.26,0,0.667,0.517,0.378,3.29,2,3,1,32.41,10.01,12.75,9.51,7.14,71.82,1
3.7,3.98,70.31,2.43,2,0.774,0.169,0.099,1.89,2,3,1,28.12,11.61,9.25,2.96,7.96,59.9,0
0.5,4.36,40.84,2.81,7,0.372,0.745,0.324,2.69,1,2,1,16.34,5.58,1.88,12.37,8.72,44.89,0
0.5,3.26,65.36,1.99,3,0.698,0.555,0.547,4.05,1,2,1,26.14,10.47,1.88,11.05,6.52,56.06,0
0.5,3.14,84.5,3.83,4,0.934,0.824,0.48,3.74,1,2,1,33.8,14.01,1.88,14.42,6.28,70.39,1
0.5,3.85,84.22,3.85,2,0.727,0.984,0.526,2.75,1,2,1,33.69,10.9,1.88,16.93,7.7,71.1,1
7.7,3.99,88.33,3.74,1,0.674,0.823,0.344,3.88,1,2,1,35.33,10.11,15.0,13.59,7.98,82.01,1
6.7,3.15,60.41,3.54,4,0.715,0.771,0.77,2.89,3,4,1,24.16,10.72,12.56,15.41,6.3,69.15,1
10.2,4.13,75.39,3.07,3,0.979,0.834,0.75,4.01,4,5,1,30.16,14.68,15.0,16.18,8.26,84.28,1
0.8,4.28,69.58,2.48,3,0.562,0.852,0.297,3.42,1,2,1,27.83,8.43,3.0,13.71,8.56,61.53,0
5.5,4.53,69.82,2.19,3,0.671,0.864,0.601,3.27,3,4,1,27.93,10.07,10.31,15.7,9.06,73.07,1
2.2,4.92,95.73,4.29,1,0.721,0.73,0.294,3.44,2,3,1,38.29,10.82,5.5,11.98,9.84,76.43,1
0.5,2.81,89.43,3.76,0,0.868,0.54,0.433,5.0,1,2,1,35.77,13.02,1.88,10.16,5.62,66.45,1
0.6,3.51,93.8,2.31,1,0.555,0.753,0.481,2.97,2,3,1,37.52,8.33,1.5,13.43,7.02,67.8,1
0.5,3.51,48.28,3.04,5,0.594,0.734,0.277,3.66,1,2,1,19.31,8.91,1.88,11.94,7.02,49.06,0
0.5,3.42,46.7,2.7,4,0.764,0.719,0.496,4.05,1,2,1,18.68,11.46,1.88,13.04,6.84,51.9,0
3.0,2.98,81.87,1.87,5,0.937,0.701,0.657,2.83,3,4,1,32.75,14.06,5.62,13.76,5.96,72.15,1
5.3,2.31,82.9,3.18,3,0.953,0.724,0.39,2.38,1,2,1,33.16,14.3,15.0,12.48,4.62,79.56,1
3.9,3.57,87.3,2.58,1,0.822,0.832,0.279,3.08,2,3,1,34.92,12.33,9.75,13.32,7.14,77.46,1
5.2,2.89,94.99,2.05,0,0.364,0.906,0.871,4.03,1,2,1,38.0,5.46,15.0,17.91,5.78,82.15,1
3.0,3.57,78.78,1.52,2,0.517,0.904,0.361,3.26,1,2,1,31.51,7.76,11.25,14.82,7.14,72.48,0
10.0,2.86,62.32,1.44,5,0.845,0.918,0.581,3.34,4,5,1,24.93,12.68,15.0,16.34,5.72,74.67,1
1.7,2.62,62.49,2.63,6,0.92,0.865,0.589,4.14,2,3,1,25.0,13.8,4.25,15.64,5.24,63.93,1
3.3,3.69,95.8,2.91,1,0.646,0.666,0.31,2.94,1,2,1,38.32,9.69,12.38,11.18,7.38,78.95,1
7.8,3.62,85.01,2.12,0,0.619,0.72,0.305,3.44,3,4,1,34.0,9.28,14.62,11.91,7.24,77.05,1
6.6,3.96,91.46,3.65,1,0.87,0.724,0.275,2.44,4,5,1,36.58,13.05,9.9,11.79,7.92,79.24,1
5.4,5.0,39.39,2.93,4,0.388,0.91,0.318,3.72,2,3,1,15.76,5.82,13.5,14.65,10.0,59.73,1
5.4,3.72,90.38,3.58,1,0.144,0.831,0.545,3.66,2,3,1,36.15,2.16,13.5,14.9,7.44,74.15,1
0.6,3.89,49.32,2.82,4,0.383,0.946,0.841,4.06,1,2,1,19.73,5.74,2.25,18.29,7.78,53.79,0
1.2,2.64,80.79,2.21,2,0.506,0.852,0.331,2.7,2,3,1,32.32,7.59,3.0,13.91,5.28,62.1,1
0.5,2.47,73.88,3.11,3,0.514,0.87,0.688,3.37,1,2,1,29.55,7.71,1.88,16.31,4.94,60.39,1
2.2,4.77,49.31,1.74,6,0.362,0.35,0.206,2.61,1,2,1,19.72,5.43,8.25,6.14,9.54,49.08,0
4.8,2.76,78.79,3.54,0,0.743,0.913,0.296,3.33,2,3,1,31.52,11.14,12.0,14.56,5.52,74.74,0
6.0,2.66,54.48,2.06,6,0.679,0.759,0.512,4.54,4,5,1,21.79,10.18,9.0,13.7,5.32,59.99,0
6.1,3.47,67.67,3.92,6,0.679,0.893,0.425,3.28,3,4,1,27.07,10.18,11.44,15.05,6.94,70.68,1
3.4,3.43,59.37,2.66,6,0.554,0.585,0.423,2.54,1,2,1,23.75,8.31,12.75,10.73,6.86,62.4,0
7.5,2.78,55.58,4.06,4,0.657,0.397,0.216,3.02,3,4,1,22.23,9.86,14.06,6.85,5.56,58.56,0
5.9,3.26,85.62,1.88,0,0.368,0.699,0.536,2.37,1,2,1,34.25,5.52,15.0,13.0,6.52,74.29,1
5.2,4.48,81.61,2.32,1,0.745,0.592,0.558,2.59,1,2,1,32.64,11.18,15.0,11.64,8.96,79.42,1
1.5,2.86,69.24,3.38,5,0.775,0.867,0.409,3.97,2,3,1,27.7,11.62,3.75,14.59,5.72,63.38,0
12.2,2.39,63.38,4.17,4,0.812,0.728,0.697,2.49,4,5,1,25.35,12.18,15.0,14.37,4.78,71.68,0
2.7,4.25,62.08,4.67,7,0.612,0.657,0.291,3.72,2,3,1,24.83,9.18,6.75,10.94,8.5,60.2,0
6.6,3.89,88.37,3.04,1,0.893,0.465,0.163,3.52,2,3,1,35.35,13.4,15.0,7.49,7.78,79.02,1
6.2,3.0,65.05,4.84,4,0.799,0.768,0.334,3.13,3,4,1,26.02,11.99,11.62,12.76,6.0,68.39,0
1.0,2.23,82.32,2.71,3,0.82,0.611,0.532,3.66,1,2,1,32.93,12.3,3.75,11.75,4.46,65.19,1
3.5,2.9,67.8,4.1,2,0.732,0.71,0.55,2.84,4,5,1,27.12,10.98,5.25,13.24,5.8,62.39,0
5.6,3.46,54.38,2.06,7,0.607,0.671,0.657,4.09,3,4,1,21.75,9.1,10.5,13.34,6.92,61.61,0
0.5,4.43,65.85,3.42,4,0.856,0.518,0.413,3.01,1,2,1,26.34,12.84,1.88,9.73,8.86,59.65,0
8.4,2.67,47.5,0.66,9,0.523,0.776,0.457,3.23,3,4,1,19.0,7.85,15.0,13.61,5.34,60.8,0
11.8,3.43,66.18,1.88,1,0.552,0.961,0.889,3.15,4,5,1,26.47,8.28,15.0,18.79,6.86,75.4,1
2.0,4.04,80.46,3.47,3,0.302,0.882,0.856,3.98,2,3,1,32.18,4.53,5.0,17.48,8.08,67.27,0
2.8,1.59,83.58,1.69,2,0.732,0.961,0.821,3.88,1,2,1,33.43,10.98,10.5,18.38,3.18,76.47,1
0.5,4.33,79.78,3.43,3,0.845,0.885,0.61,1.66,1,2,1,31.91,12.68,1.88,16.05,8.66,71.18,1
2.4,2.55,43.94,3.91,4,0.848,0.957,0.84,3.68,2,3,1,17.58,12.72,6.0,18.44,5.1,59.84,1
5.9,3.77,59.07,2.5,4,0.413,0.636,0.271,2.28,2,3,1,23.63,6.19,14.75,10.53,7.54,62.64,1
5.9,3.7,36.27,2.03,5,0.747,0.722,0.672,3.26,3,4,1,14.51,11.2,11.06,14.14,7.4,58.31,0
6.3,4.37,87.55,2.53,3,0.908,0.839,0.839,3.42,1,2,1,35.02,13.62,15.0,16.78,8.74,89.16,1
2.8,3.94,55.49,2.03,3,0.729,0.746,0.571,3.25,2,3,1,22.2,10.94,7.0,13.87,7.88,61.89,1
6.5,1.6,77.47,2.9,3,0.697,0.82,0.358,3.85,2,3,1,30.99,10.46,15.0,13.63,3.2,73.28,1
4.2,2.87,70.91,3.1,2,0.85,0.788,0.316,4.0,2,3,1,28.36,12.75,10.5,12.93,5.74,70.28,0
10.0,3.61,74.96,2.69,2,0.639,0.718,0.698,2.96,4,5,1,29.98,9.59,15.0,14.24,7.22,76.03,1
0.9,3.34,67.38,4.67,3,0.472,0.604,0.55,2.93,1,2,1,26.95,7.08,3.38,11.76,6.68,55.85,0
1.9,3.88,78.09,2.28,4,0.857,0.762,0.628,3.47,1,2,1,31.24,12.86,7.12,14.44,7.76,73.42,0
5.7,4.13,76.15,4.39,0,0.847,0.822,0.793,2.42,3,4,1,30.46,12.7,10.69,16.27,8.26,78.38,1
5.9,3.99,62.1,1.96,3,0.788,0.894,0.583,3.17,4,5,1,24.84,11.82,8.85,16.01,7.98,69.5,0
3.7,3.33,53.76,3.07,5,0.52,0.753,0.694,4.44,1,2,1,21.5,7.8,13.88,14.71,6.66,64.55,0
3.6,2.02,72.22,4.18,1,0.794,0.793,0.328,2.45,1,2,1,28.89,11.91,13.5,13.07,4.04,71.41,1
9.5,3.14,82.44,4.13,3,0.717,0.895,0.383,3.26,4,5,1,32.98,10.76,14.25,14.83,6.28,79.1,1
5.8,3.83,62.24,2.58,6,0.795,0.352,0.232,3.09,1,2,1,24.9,11.92,15.0,6.32,7.66,65.8,1
5.6,2.63,72.49,3.56,1,0.536,0.899,0.479,4.9,1,2,1,29.0,8.04,15.0,15.46,5.26,72.76,1
5.1,4.01,48.3,3.42,7,0.654,0.88,0.53,3.12,3,4,1,19.32,9.81,9.56,15.5,8.02,62.21,0
2.9,4.23,72.31,2.46,6,0.71,0.586,0.503,3.16,1,2,1,28.92,10.65,10.88,11.22,8.46,70.13,1
0.5,3.6,58.41,3.62,3,0.91,0.771,0.26,2.78,1,2,1,23.36,13.65,1.88,12.35,7.2,58.44,0
6.1,1.05,95.26,4.86,0,0.934,0.75,0.603,3.51,3,4,1,38.1,14.01,11.44,14.12,2.1,79.77,1
2.5,2.48,47.33,3.47,3,0.614,0.925,0.335,3.69,2,3,1,18.93,9.21,6.25,14.96,4.96,54.31,0
8.1,5.0,86.14,3.57,3,0.958,0.898,0.802,2.88,2,3,1,34.46,14.37,15.0,17.38,10.0,91.21,1
6.9,3.06,48.75,3.67,4,0.413,0.811,0.358,4.19,3,4,1,19.5,6.19,12.94,13.5,6.12,58.25,1
3.5,1.91,80.41,1.54,2,0.161,0.603,0.491,3.69,2,3,1,32.16,2.42,8.75,11.39,3.82,58.54,1
9.0,4.49,77.29,3.46,4,0.59,0.818,0.584,4.1,3,4,1,30.92,8.85,15.0,14.96,8.98,78.71,1
0.5,3.51,76.47,1.98,3,0.829,0.49,0.279,3.27,1,2,1,30.59,12.43,1.88,8.53,7.02,60.45,0
0.5,4.38,78.72,2.41,3,0.684,0.842,0.41,3.67,2,3,1,31.49,10.26,1.25,14.25,8.76,66.01,0
10.0,3.72,49.41,5.0,3,0.88,0.631,0.215,3.35,4,5,1,19.76,13.2,15.0,10.12,7.44,65.52,0
4.2,3.87,74.7,2.75,3,0.289,0.75,0.411,4.52,2,3,1,29.88,4.34,10.5,12.97,7.74,65.43,0
2.6,3.79,38.46,2.26,6,0.691,0.733,0.323,3.58,1,2,1,15.38,10.36,9.75,12.2,7.58,55.27,1
0.5,4.06,53.61,4.15,4,0.513,0.894,0.353,3.51,1,2,1,21.44,7.7,1.88,14.63,8.12,53.77,0
7.9,5.0,60.61,2.05,4,0.666,0.554,0.453,3.18,4,5,1,24.24,9.99,11.85,10.47,10.0,66.55,1
7.0,4.28,84.0,2.55,2,0.553,0.623,0.28,3.14,1,2,1,33.6,8.3,15.0,10.4,8.56,75.86,1
8.1,2.24,61.46,4.25,3,0.672,0.747,0.341,3.67,3,4,1,24.58,10.08,15.0,12.5,4.48,66.64,0
4.4,3.86,45.83,3.04,6,0.563,0.967,0.521,4.07,2,3,1,18.33,8.44,11.0,16.66,7.72,62.15,0
0.9,4.41,62.24,1.44,5,0.648,0.76,0.474,3.02,1,2,1,24.9,9.72,3.38,13.48,8.82,60.3,1
3.0,4.46,93.6,3.54,0,0.911,0.791,0.522,3.59,2,3,1,37.44,13.66,7.5,14.21,8.92,81.73,1
0.5,3.16,57.8,2.6,1,0.728,0.752,0.575,3.63,1,2,1,23.12,10.92,1.88,13.98,6.32,56.22,0
4.6,4.43,74.77,4.54,2,0.74,0.808,0.575,3.75,2,3,1,29.91,11.1,11.5,14.76,8.86,76.13,0
4.1,4.24,94.52,2.39,0,0.596,0.559,0.356,2.3,1,2,1,37.81,8.94,15.0,9.96,8.48,80.19,1
0.5,5.0,98.13,4.05,0,0.882,0.387,0.223,2.85,2,3,1,39.25,13.23,1.25,6.76,10.0,70.49,1
0.5,2.9,86.73,4.78,1,0.782,0.617,0.3,2.54,1,2,1,34.69,11.73,1.88,10.44,5.8,64.54,1
0.5,3.09,95.61,2.15,0,0.809,0.697,0.555,3.52,1,2,1,38.24,12.14,1.88,13.09,6.18,71.53,1
5.6,3.26,71.98,2.81,4,0.81,0.732,0.382,2.87,4,5,1,28.79,12.15,8.4,12.54,6.52,68.4,0
4.1,3.11,95.95,3.39,0,0.438,0.589,0.527,3.15,2,3,1,38.38,6.57,10.25,11.41,6.22,72.83,1
0.5,2.79,59.42,2.14,3,0.674,0.815,0.579,2.66,1,2,1,23.77,10.11,1.88,14.88,5.58,56.22,0
9.5,1.29,90.66,3.27,2,0.754,0.854,0.635,3.22,4,5,1,36.26,11.31,14.25,15.77,2.58,80.17,1
3.9,3.15,59.14,2.78,4,0.588,0.758,0.497,2.71,1,2,1,23.66,8.82,14.62,13.59,6.3,66.99,0
7.4,3.8,92.27,2.75,1,0.679,0.577,0.548,4.03,4,5,1,36.91,10.18,11.1,11.37,7.6,77.16,1
1.8,3.11,78.03,3.05,3,0.692,0.806,0.48,3.84,4,5,1,31.21,10.38,2.7,14.16,6.22,64.67,1
0.5,5.0,54.21,3.07,7,0.84,0.944,0.565,3.61,1,2,1,21.68,12.6,1.88,16.61,10.0,62.77,0
5.1,3.51,37.57,3.16,8,0.864,0.761,0.704,3.29,1,2,1,15.03,12.96,15.0,14.88,7.02,64.89,0
0.5,4.53,55.2,2.4,6,0.881,0.674,0.488,2.07,2,3,1,22.08,13.22,1.25,12.36,9.06,57.97,0
3.1,3.71,88.0,2.44,2,0.827,0.938,0.576,3.18,2,3,1,35.2,12.4,7.75,16.59,7.42,79.36,1
0.5,4.16,64.9,2.88,2,0.764,0.933,0.451,2.97,1,2,1,25.96,11.46,1.88,15.77,8.32,63.39,1
6.0,3.72,47.66,2.96,3,0.855,0.643,0.303,3.67,2,3,1,19.06,12.82,15.0,10.82,7.44,65.14,1
2.3,4.6,84.64,2.56,1,0.558,0.793,0.683,3.93,2,3,1,33.86,8.37,5.75,15.2,9.2,72.38,1
7.0,3.54,93.1,3.32,2,0.955,0.45,0.223,3.73,3,4,1,37.24,14.32,13.12,7.64,7.08,79.4,1
